abstract,abstractnote,address,annote,archiveprefix,articleno,author,author1_email,author1_url,author2_email,author2_url,bdsk-url-1,booktitle,chapter,citation_key,collection,contact,copyright,date,day,doi,edition,editor,entry_type,eprint,file,howpublished,institution,isbn,issn,issue,issue_date,journal,keywords,language,lccn,location,month,note,number,numpages,organization,pages,pmcid,pmid,primaryclass,publisher,rights,school,series,shorttitle,title,type,url,urldate,volume,year
,,,,,,"Turri, Violet and Dzombak, Rachel",,,,,,"Proceedings of the 2023 AAAI/ACM Conference on AI, Ethics, and Society",,turri2023incident,,,,,,,,,inproceedings,,,,,,,,,,,,,,,,,,,576--583,,,,,,,,,Why we need to know more: Exploring the state of AI incident documentation practices,,,,,2023
,,,,,,Marco Tulio Ribeiro and Sameer Singh and Carlos Guestrin,,,,,,Proceedings of the 22nd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,,lime,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{http://www.kdd.org/kdd2016/papers/files/rfp0573-ribeiroA.pdf},,,ACM,1135--1144,,,,,,,,,Why {S}hould {I} {T}rust {Y}ou?: {E}xplaining the {P}redictions of {A}ny {C}lassifier,,,,,2016
,,,,,,Marco Tulio Ribeiro and Sameer Singh and Carlos Guestrin,,,,,,Proceedings of the 22nd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,,lime,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{http://www.kdd.org/kdd2016/papers/files/rfp0573-ribeiroA.pdf},,,ACM,1135--1144,,,,,,,,,Why {S}hould {I} {T}rust {Y}ou?: {E}xplaining the {P}redictions of {A}ny {C}lassifier,,,,,2016
,,,,,,Marco Tulio Ribeiro and Sameer Singh and Carlos Guestrin,,,,,,Proceedings of the 22nd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,,lime,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{http://www.kdd.org/kdd2016/papers/files/rfp0573-ribeiroA.pdf},,,ACM,1135--1144,,,,,,,,,Why {S}hould {I} {T}rust {Y}ou?: {E}xplaining the {P}redictions of {A}ny {C}lassifier,,,,,2016
,,,,,,Marco Tulio Ribeiro and Sameer Singh and Carlos Guestrin,,,,,,Proceedings of the 22nd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,,lime,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{http://www.kdd.org/kdd2016/papers/files/rfp0573-ribeiroA.pdf},,,ACM,1135--1144,,,,,,,,,Why {S}hould {I} {T}rust {Y}ou?: {E}xplaining the {P}redictions of {A}ny {C}lassifier,,,,,2016
,,,,,,Marco Tulio Ribeiro and Sameer Singh and Carlos Guestrin,,,,,,Proceedings of the 22nd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,,lime,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{http://www.kdd.org/kdd2016/papers/files/rfp0573-ribeiroA.pdf},,,ACM,1135--1144,,,,,,,,,Why {S}hould {I} {T}rust {Y}ou?: {E}xplaining the {P}redictions of {A}ny {C}lassifier,,,,,2016
,,,,,,Marco Tulio Ribeiro and Sameer Singh and Carlos Guestrin,,,,,,Proceedings of the 22nd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,,lime,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{http://www.kdd.org/kdd2016/papers/files/rfp0573-ribeiroA.pdf},,,ACM,1135--1144,,,,,,,,,Why {S}hould {I} {T}rust {Y}ou?: {E}xplaining the {P}redictions of {A}ny {C}lassifier,,,,,2016
,,,,,,Marco Tulio Ribeiro and Sameer Singh and Carlos Guestrin,,,,,,Proceedings of the 22nd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,,lime,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{http://www.kdd.org/kdd2016/papers/files/rfp0573-ribeiroA.pdf},,,ACM,1135--1144,,,,,,,,,Why {S}hould {I} {T}rust {Y}ou?: {E}xplaining the {P}redictions of {A}ny {C}lassifier,,,,,2016
,,,,,,Marco Tulio Ribeiro and Sameer Singh and Carlos Guestrin,,,,,,Proceedings of the 22nd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,,lime,,,,,,,,,inproceedings,,,,,,,,,,,,,,,URL: \url{http://www.kdd.org/kdd2016/papers/files/rfp0573-ribeiroA.pdf},,,ACM,1135--1144,,,,,,,,,Why {S}hould {I} {T}rust {Y}ou?: {E}xplaining the {P}redictions of {A}ny {C}lassifier,,,,,2016
,,,,,,"Hall, Patrick and Andrew Burt",,,,,,,,hall2019debugging2,,,,,,,,,misc,,,,,,,,,,,,,,,URL: \url{https://www.oreilly.com/radar/why-you-should-care-about-debugging-machine-learning-models/},,,,,,,,O'Reilly Radar,,,,,Why {Y}ou {S}hould {C}are {A}bout {D}ebugging {M}achine {L}earning {M}odels,,,,,2019
"Purpose
To investigate attitudes and perspectives on the use of artificial intelligence (AI) in the assessment of screening mammograms among women invited to BreastScreen Norway.
Method
An anonymous survey was sent to all women invited to BreastScreen Norway during the study period, October 10, 2022, to December 25, 2022 (n = 84,543). Questions were answered on a 10-point Likert scale and as multiple-choice, addressing knowledge of AI, willingness to participate in AI studies, information needs, confidence in AI results and AI assisted reading strategies, and thoughts on concerns and benefits of AI in mammography screening. Analyses were performed using χ2 and logistic regression tests.
Results
General knowledge of AI was reported as extensive by 11.0\% of the 8,355 respondents. Respondents were willing to participate in studies using AI either for decision support (64.0\%) or triaging (54.9\%). Being informed about use of AI-assisted image assessment was considered important, and a reading strategy of AI in combination with one radiologist preferred. Having extensive knowledge of AI was associated with willingness to participate in AI studies (decision support; odds ratio [OR]: 5.1, 95\% confidence interval [CI]: 4.1–6.4, and triaging; OR: 3.4, 95\% CI: 2.8–4.0) and trust in AI’s independent assessment (OR: 6.8, 95\% CI: 5.7, 8.3).
Conclusions
Women invited to BreastScreen Norway had a positive attitude towards the use of AI in image assessment, given that human readers are still involved. Targeted information and increased public knowledge of AI could help achieve high participation in AI studies and successful implementation of AI in mammography screening.",,,,,,"Holen, Åsne Sørlien and Martiniussen, Marit Almenning and Bergan, Marie Burns and Moshina, Nataliia and Hovda, Tone and Hofvind, Solveig",,,,,,,,holen_womens_2024,,,,,,10.1016/j.ejrad.2024.111431,,,article,,Full Text PDF:C\:\\Users\\st3\\Zotero\\storage\\FHXAY5CN\\Holen et al. - 2024 - Women’s attitudes and perspectives on the use of a.pdf:application/pdf;ScienceDirect Snapshot:C\:\\Users\\st3\\Zotero\\storage\\NGLV4TBY\\S0720048X24001475.html:text/html,,,,0720-048X,,,European Journal of Radiology,"Humans, Adult, Aged, Female, Middle Aged, Survey, Breast Neoplasms, Artificial intelligence, Artificial Intelligence, Mammography, Early Detection of Cancer, Breast neoplasms, Mass screening, Questionnaires, Health Knowledge, Attitudes, Practice, Mass Screening, Norway, Surveys and Questionnaires",,,,June,,,,,111431,,,,,,,,,Women’s attitudes and perspectives on the use of artificial intelligence in the assessment of screening mammograms,,https://www.sciencedirect.com/science/article/pii/S0720048X24001475,2024-07-05,175,2024
,,,,,,"Schwartz, Reva and Chowdhury, Rumman and Kundu, Akash and Frase, Heather and Fadaee, Marzieh and David, Tom and Waters, Gabriella and Taik, Afaf and Briggs, Morgan and Hall, Patrick and others",,,,,,,,schwartz2025reality,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:2505.18893,,,,,,,,,,,,,,,,,,,{\textbf{Reality Check}: A New Evaluation Ecosystem Is Necessary to Understand AI's Real World Effects},,,,,2025
,,,,,,CFRFM,,,,,,,,HELM,,,,,,,,,misc,,,,,,,,,\url{https://crfm.stanford.edu/helm/classic/latest/#/leaderboard},,,,,,Accessed: 2025-07-14,,,,,,,,,,,,,{A Holistic Framework for Evaluating Foundation Models - Leaderboard: Core scenarios},,,,,2025
,,,,,,"Chang, Yupeng and Wang, Xu and Wang, Jindong and Wu, Yuan and Yang, Linyi and Zhu, Kaijie and Chen, Hao and Yi, Xiaoyuan and Wang, Cunxiang and Wang, Yidong and others",,,,,,,,chang2024survey,,,,,,,,,article,,,,,,,,,ACM transactions on intelligent systems and technology,,,,,,,3,,,1--45,,,,"ACM New York, NY",,,,,{A survey on evaluation of large language models},,,,15,2024
,,,,,,NIST,,,,,,,,ai2023artificial,,,,,,,,,article,,,,,,,,,NIST AI Risk Management Framework,,,,,,,,,,,,,,,,,,,"{AI 100-1, AI RMF 1.0}",,https://nvlpubs.nist.gov/nistpubs/ai/NIST.AI.100-1.pdf,,,2023
,,,,,,"Kraprayoon, Jam and Williams, Zoe and Fayyaz, Rida",,,,,,,,kraprayoon2025ai,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:2505.21808,,,,,,,,,,,,,,,,,,,{AI Agent Governance: A Field Guide},,https://arxiv.org/pdf/2505.21808,,,2025
,,,,,,"Raji, Deborah and Denton, Emily and Bender, Emily M. and Hanna, Alex and Paullada, Amandalynne",,,,,,Proceedings of the Neural Information Processing Systems Track on Datasets and Benchmarks,,raji2021ai,,,,,,,,J. Vanschoren and S. Yeung,inproceedings,,,,,,,,,,,,,,,,,,,,,,,,,,,,{AI and the Everything in the Whole Wide World Benchmark},,https://datasets-benchmarks-proceedings.neurips.cc/paper_files/paper/2021/file/084b6fbb10729ed4da8c3d3f5a3ae7c9-Paper-round2.pdf,,1,2021
,,,,,,"Hofmann, Valentin and Kalluri, Pratyusha Ria and Jurafsky, Dan and King, Sharese",,,,,,,,hofmann2024ai,,,,,,,,,article,,,,,,,,,Nature,,,,,,,,,,1--8,,,,Nature Publishing Group UK London,,,,,{AI} generates covertly racist decisions about people based on their dialect,,,,,2024
,,,,,,Andrea Brennen and Ryan Ashley and Ricardo Calix and JJ Ben-Joseph and George Sieniawski and Mona Gogia and BNH.AI,,,,,,,,iqt1,,,,,,,,,misc,,,,,,,,,,,,,,,URL: \url{https://assets.iqt.org/pdfs/IQTLabs_RoBERTaAudit_Dec2022_final.pdf/web/viewer.html},,,,,,,,IQT Labs,,,,,"{AI} {A}ssurance {A}udit of {R}o{BERT}a, an {O}pen source, {P}retrained {L}arge {L}anguage {M}odel",,,,,2022
,,,,,,,,,,,,,,NIST_RMF_ai_2021,,,,,,,,,article,,,,,,,,,NIST,,en,,,July,Last Modified: 2025-05-05T13:16-04:00,,,,,,,,,,,,,{AI} {Risk} {Management} {Framework},,https://www.nist.gov/itl/ai-risk-management-framework,2025-05-16,,2021
,,,,,,"Reisman, Dillon and Schultz, Jason and Crawford, Kate and Whittaker, Meredith",,,,,,,,reisman2018algorithmic,,,,,,,,,article,,,,,,,,,AI Now,,,,,,,,,,,,,,,,,,,{Algorithmic Impact Assessments: A Practical Framework for Public Agency},,https://www.nist.gov/system/files/documents/2021/10/04/aiareport2018.pdf,,9,2018
,,,,,,"Maese, Ellyn",,,,,,,,ordinarypeople,,,,,,,,,misc,,,,,,,,,Gallup Social & Policy Issues Blog,,,,,,,,,,,,,,,,,,,{Americans Use AI in Everyday Products Without Realizing It},,https://news.gallup.com/poll/654905/americans-everyday-products-without-realizing.aspx,,,2025
,,,,,,"Liao, Thomas and Taori, Rohan and Raji, Inioluwa Deborah and Schmidt, Ludwig",,,,,,Thirty-fifth Conference on Neural Information Processing Systems Datasets and Benchmarks,,liao2021we,,,,,,,,,inproceedings,,,,,,,,,,,,,,,,,,,,,,,,,,,,{Are We Learning Yet? A meta review of evaluation failures across machine learning},,,,,2021
,,,,,,Elham Tabassi,,,,,,,,nist_ai_rmf,,,,,,https://doi.org/10.6028/NIST.AI.100-1,,,misc,,,,,,,,,,,en,,,2023-01-26 05:01:00,,,,,,,,,"NIST Trustworthy and Responsible AI, National Institute of Standards and Technology, Gaithersburg, MD",,,,,{Artificial Intelligence Risk Management Framework (AI RMF 1.0)},,https://tsapps.nist.gov/publication/get_pdf.cfm?pub_id=936225,,,2023
,,,,,,NIST,,,,,,,,ai2024artificial,,,,,,,,,article,,,,,,,,,"Trustworthy and Responsible AI, 600 Series",,,,,,,,,,,,,,,,,,,{Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile},,https://nvlpubs.nist.gov/nistpubs/ai/NIST.AI.600-1.pdf,,,2024
,,,,,,"NIST, AI",,,,,,,,ai2024artificial,,,,,,,,,misc,,,,,,,,,,,,,,,URL: \url{https://nvlpubs.nist.gov/nistpubs/ai/NIST.AI.600-1.pdf},,,,,,,,"NIST, Gaithersburg MD",,,,,{Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile},,,,,2024
,,"West Conshohocken, PA",,,,{ASTM International},,,,,,,,astmE3012-16,,,,,,10.1520/E3012-16,,,book,,,,,,,,,,,,,,,,,,,,,,,ASTM International,,,,,{ASTM E3012-16 - Standard Guide for Characterizing Environmental Aspects of Manufacturing Processes},,,,,2016
,,,,,,"Guidotti, Riccardo and Monreale, Anna and Ruggieri, Salvatore and Turini, Franco and Giannotti, Fosca and Pedreschi, Dino",,,,,,,,guidotti2018survey,,,,,,,,,article,,,,,,,,,ACM Computing Surveys (CSUR),,,,,,URL: \url{https://arxiv.org/pdf/1802.01933.pdf},5,,,93,,,,ACM,,,,,{A} {S}urvey of {M}ethods for {E}xplaining {B}lack {B}ox {M}odels,,,,51,2018
,,,,,,"Guidotti, Riccardo and Monreale, Anna and Ruggieri, Salvatore and Turini, Franco and Giannotti, Fosca and Pedreschi, Dino",,,,,,,,guidotti2018survey,,,,,,,,,article,,,,,,,,,ACM Computing Surveys (CSUR),,,,,,URL: \url{https://arxiv.org/pdf/1802.01933.pdf},5,,,93,,,,ACM,,,,,{A} {S}urvey of {M}ethods for {E}xplaining {B}lack {B}ox {M}odels,,,,51,2018
,,,,,,"Guidotti, Riccardo and Monreale, Anna and Ruggieri, Salvatore and Turini, Franco and Giannotti, Fosca and Pedreschi, Dino",,,,,,,,guidotti2018survey,,,,,,,,,article,,,,,,,,,ACM Computing Surveys (CSUR),,,,,,URL: \url{https://arxiv.org/pdf/1802.01933.pdf},5,,,93,,,,ACM,,,,,{A} {S}urvey of {M}ethods for {E}xplaining {B}lack {B}ox {M}odels,,,,51,2018
,,,,,,"Guidotti, Riccardo and Monreale, Anna and Ruggieri, Salvatore and Turini, Franco and Giannotti, Fosca and Pedreschi, Dino",,,,,,,,guidotti2018survey,,,,,,,,,article,,,,,,,,,ACM Computing Surveys (CSUR),,,,,,URL: \url{https://arxiv.org/pdf/1802.01933.pdf},5,,,93,,,,ACM,,,,,{A} {S}urvey of {M}ethods for {E}xplaining {B}lack {B}ox {M}odels,,,,51,2018
,,,,,,"Guidotti, Riccardo and Monreale, Anna and Ruggieri, Salvatore and Turini, Franco and Giannotti, Fosca and Pedreschi, Dino",,,,,,,,guidotti2018survey,,,,,,,,,article,,,,,,,,,ACM Computing Surveys (CSUR),,,,,,URL: \url{https://arxiv.org/pdf/1802.01933.pdf},5,,,93,,,,ACM,,,,,{A} {S}urvey of {M}ethods for {E}xplaining {B}lack {B}ox {M}odels,,,,51,2018
,,,,,,Patrick Hall and Benjamin Cox and Steven Dickerson and Arjun Ravi Kannan and Raghu Kulkarni and  Nicholas Schmidt,,,,,,,,frai,,,,,,,,,article,,,,,,,,,Frontiers in Artificial Intelligence,,,,,,URL: \url{https://www.frontiersin.org/articles/10.3389/frai.2021.695301/full},,,,,,,,,,,,,{A} {U}nited {S}tates {F}air {L}ending {P}erspective on {M}achine {L}earning,,,,4,2021
,,,,,,"Tabassi, Elham",,,,,,,,tabassi2023artificial,,,,,,,,,article,,,,,,,,,,,,,,,URL: \url{https://nvlpubs.nist.gov/nistpubs/ai/NIST.AI.100-1.pdf},,,,,,,,NIST,,,,,{A}rtificial {I}ntelligence {R}isk {M}anagement {F}ramework ({AI RMF} 1.0),,,,,2023
,,,,,,"Friedler, Sorelle A. and Roy, Chitradeep Dutta and Scheidegger, Carlos and Slack, Dylan",,,,,,,,friedler2019assessing,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:1902.03501,,,,,,URL: \url{https://arxiv.org/pdf/1902.03501.pdf},,,,,,,,,,,,,{A}ssessing the {L}ocal {I}nterpretability of {M}achine {L}earning {M}odels,,,,,2019
,,,,,,"Friedler, Sorelle A. and Roy, Chitradeep Dutta and Scheidegger, Carlos and Slack, Dylan",,,,,,,,friedler2019assessing,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:1902.03501,,,,,,URL: \url{https://arxiv.org/pdf/1902.03501.pdf},,,,,,,,,,,,,{A}ssessing the {L}ocal {I}nterpretability of {M}achine {L}earning {M}odels,,,,,2019
,,,,,,"Friedler, Sorelle A. and Roy, Chitradeep Dutta and Scheidegger, Carlos and Slack, Dylan",,,,,,,,friedler2019assessing,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:1902.03501,,,,,,URL: \url{https://arxiv.org/pdf/1902.03501.pdf},,,,,,,,,,,,,{A}ssessing the {L}ocal {I}nterpretability of {M}achine {L}earning {M}odels,,,,,2019
,,,,,,"Friedler, Sorelle A. and Roy, Chitradeep Dutta and Scheidegger, Carlos and Slack, Dylan",,,,,,,,friedler2019assessing,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:1902.03501,,,,,,URL: \url{https://arxiv.org/pdf/1902.03501.pdf},,,,,,,,,,,,,{A}ssessing the {L}ocal {I}nterpretability of {M}achine {L}earning {M}odels,,,,,2019
,,,,,,"Friedler, Sorelle A. and Roy, Chitradeep Dutta and Scheidegger, Carlos and Slack, Dylan",,,,,,,,friedler2019assessing,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:1902.03501,,,,,,URL: \url{https://arxiv.org/pdf/1902.03501.pdf},,,,,,,,,,,,,{A}ssessing the {L}ocal {I}nterpretability of {M}achine {L}earning {M}odels,,,,,2019
,,,,,,"Zeiler, Matthew D.",,,,,,,,zeiler2012adadelta,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:1212.5701,,,,,,URL: \url{https://arxiv.org/pdf/1212.5701.pdf},,,,,,,,,,,,,{A}{D}{A}{D}{E}{L}{T}{A}: {A}n {A}daptive {L}earning {R}ate {M}ethod,,,,,2012
,,,,,,"Papineni, Kishore and Roukos, Salim and Ward, Todd and Zhu, Wei-Jing",,,,,,Proceedings of the 40th annual meeting of the Association for Computational Linguistics,,papineni2002bleu,,,,,,,,,inproceedings,,,,,,,,,,,,,,,,,,,311--318,,,,,,,,,{BLEU: A method for automatic evaluation of machine translation},,,,,2002
,,,,,,"Pearl, Judea",,,,,,,,pearl2011bayesian,,,,,,,,,article,,,,,,,,,,,,,,,URL: \url{https://escholarship.org/uc/item/53n4f34m},,,,,,,,,,,,,{B}ayesian {N}etworks,,,,,2011
,,,,,,"Pearl, Judea",,,,,,,,pearl2011bayesian,,,,,,,,,article,,,,,,,,,,,,,,,URL: \url{https://escholarship.org/uc/item/53n4f34m},,,,,,,,,,,,,{B}ayesian {N}etworks,,,,,2011
,,,,,,"Siddiqi, Naeem",,,,,,,,siddiqi2012credit,,,,,,,,,book,,,,,,,,,,,,,,,,,,,,,,,John Wiley \& Sons,,,,,{Credit Risk Scorecards: Developing and implementing intelligent credit scoring},,,,3,2012
,,,,,,"Weller, Adrian",,,,,,,,weller2017challenges,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:1708.01870,,,,,,URL: \url{https://arxiv.org/pdf/1708.01870.pdf},,,,,,,,,,,,,{C}hallenges for {T}ransparency,,,,,2017
,,,,,,"Weller, Adrian",,,,,,,,weller2017challenges,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:1708.01870,,,,,,URL: \url{https://arxiv.org/pdf/1708.01870.pdf},,,,,,,,,,,,,{C}hallenges for {T}ransparency,,,,,2017
,,,,,,"Weller, Adrian",,,,,,,,weller2017challenges,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:1708.01870,,,,,,URL: \url{https://arxiv.org/pdf/1708.01870.pdf},,,,,,,,,,,,,{C}hallenges for {T}ransparency,,,,,2017
,,,,,,"Weller, Adrian",,,,,,,,weller2017challenges,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:1708.01870,,,,,,URL: \url{https://arxiv.org/pdf/1708.01870.pdf},,,,,,,,,,,,,{C}hallenges for {T}ransparency,,,,,2017
,,,,,,"Weller, Adrian",,,,,,,,weller2017challenges,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:1708.01870,,,,,,URL: \url{https://arxiv.org/pdf/1708.01870.pdf},,,,,,,,,,,,,{C}hallenges for {T}ransparency,,,,,2017
,,,,,,M. Pushkarna and A. Zaldivar and D. Nanas and others.,,,,,,,,datacards,,,,,,,,,misc,,,,,,,,,,,,,,,,,,,,,,,,,,,,{Data Cards Playbook},,https://sites.research.google/datacardsplaybook/,,,2021
,,,,,,"Gebru, Timnit and Morgenstern, Jamie and Vecchione, Briana and Vaughan, Jennifer Wortman and Wallach, Hanna and Iii, Hal Daum{\'e} and Crawford, Kate",,,,,,,,gebru2021datasheets,,,,,,,,,article,,,,,,,,,Communications of the ACM,,,,,,,12,,,86--92,,,,"ACM New York, NY, USA",,,,,{Datasheets for Datasets},,https://dl.acm.org/doi/10.1145/3458723,,64,2021
,,,,,,"Davani, Aida Mostafazadeh and D{\'\i}az, Mark and Prabhakaran, Vinodkumar",,,,,,,,davani2022dealing,,,,,,,,,article,,,,,,,,,Transactions of the Association for Computational Linguistics,,,,,,,,,,92--110,,,,"MIT Press One Rogers Street, Cambridge, MA 02142-1209, USA",,,,,{Dealing with disagreements: Looking beyond the majority vote in subjective annotations},,,,10,2022
,,,,,,"Wang, Boxin and Chen, Weixin and Pei, Hengzhi and Xie, Chulin and Kang, Mintong and Zhang, Chenhui and Xu, Chejian and Xiong, Zidi and Dutta, Ritik and Schaeffer, Rylan and others",,,,,,NeurIPS,,wang2023decodingtrust,,,,,,,,,inproceedings,,,,,,,,,,,,,,,,,,,,,,,,,,,,{DecodingTrust: A Comprehensive Assessment of Trustworthiness in GPT Models},,,,,2023
,,,,,,"Mishra, Swaroop and Arunkumar, Anjana and Sachdeva, Bhavdeep and Bryan, Chris and Baral, Chitta",,,,,,,,mishra2020dqi,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:2005.00816,,,,,,,,,,,,,,,,,,,{DQI}: Measuring data quality in {NLP},,,,,2020
,,,,,,"Holohan, Naoise and Braghin, Stefano and Mac Aonghusa, P{\'o}l and Levacher, Killian",,,,,,,,diffprivlib,,,,,,,,,article,,,,,,,,,arXiv preprint arXiv:1907.02444,,,,,,URL: \url{https://arxiv.org/pdf/1907.02444.pdf},,,,,,,,,,,,,{D}iffprivlib: {T}he {I}{B}{M} {D}ifferential {P}rivacy {L}ibrary,,,,,2019
,,,,,,ISO,,,,,,,,iso_9241-11:2018,,,,,,,,,techreport,,,,ISO/TC 159/SC 4,,,,,,,,,,,,9241:2018,,,,,,,,,,,,{Ergonomics of human-system interaction Part 11: Usability: Definitions and concepts},,,,,2018
,,,,,,"Wallach, Hanna M. and Desai, Meera A. and Pangakis, Nicholas and Cooper, A. Feder and Wang, Angelina and Barocas, Solon and Chouldechova, Alexandra and Atalla, Chad and Blodgett, Su Lin and Corvi, Emily and others",,,,,,,,wallach2024evaluating,,,,,,,,,article,,,,,,,,,CoRR,,,,,,,,,,,,,,,,,,,{Evaluating Generative AI Systems is a Social Science Measurement Challenge},,https://arxiv.org/pdf/2411.10939v1,,,2024
,,,,,,"Blondel, Vincent D and Guillaume, Jean-Loup and Lambiotte, Renaud and Lefebvre, Etienne",,,,,,,,blondel2008fast,,,,,,,,,article,,,,,,,,,Journal of statistical mechanics: theory and experiment,,,,,,,10,,,P10008,,,,IOP Publishing,,,,,{Fast Unfolding of Communities in Large Networks},,https://iopscience.iop.org/article/10.1088/1742-5468/2008/10/P10008/pdf,,2008,2008
